NATURAL RUBBER TSR TSR 10
NATURAL RUBBER TSR TSR 20
NATURAL RUBBER TSR TSR 3L
NATURAL RUBBER EPOXIDIZED NATURAL RUBBER ENR 25
BUTADIENE RUBBER Non Funct Nd BR Nd BR1
BUTADIENE RUBBER Non Funct Nd BR Nd BR2
BUTADIENE RUBBER Non Funct Nd BR Nd BR
BUTADIENE RUBBER Non Funct Ni BR Ni BR
BUTADIENE RUBBER Non Funct Ti BR Ti BR
BUTADIENE RUBBER Funct Li BR LOW CIS BR
STYRENE BUTADIENE RUBBER ESBR SBR 1502
STYRENE BUTADIENE RUBBER ESBR SBR 1500
STYRENE BUTADIENE RUBBER ESBR SBR 1723
STYRENE BUTADIENE RUBBER ESBR SBR 1739
"STYRENE BUTADIENE RUBBER Styrene 26, Vinyl 44 OE SSBR1"
"STYRENE BUTADIENE RUBBER Styrene 38, Vinyl 30 OE SSBR2"
"STYRENE BUTADIENE RUBBER Styrene 21, Vinyl 62 SSBR3"
"STYRENE BUTADIENE RUBBER Styrene 15, Vinyl 30 SSBR"
STYRENE BUTADIENE RUBBER SBR SBR
HALOBUTYL RUBBER CIIR HT 1066
HALOBUTYL RUBBER CIIR CIIR
LIQUID BR L.BR L.BR
FILLER CARBON BLACK HP-130
FILLER CARBON BLACK CB-134
FILLER CARBON BLACK CB-N234
FILLER CARBON BLACK CB-N326
FILLER CARBON BLACK CB-N330
FILLER CARBON BLACK CB-N375
FILLER CARBON BLACK CB-N339
FILLER CARBON BLACK CB-N550
FILLER CARBON BLACK CB-N660
FILLER ALUMINIUM HYDROXIDE ALUMINUM
FILLER SILICA HDS
COUPLING AGENT ORGANOSILANE TESPD
COUPLING AGENT ORGANOSILANE MERCAPTO SILANE
ACTIVATOR METAL OXIDE ZnO 99
ACTIVATOR METAL OXIDE ZnO 80
ACTIVATOR METAL OXIDE MgO
ACTIVATOR FATTY ACID ST.ACID
ANTIDEGRADENTS DTPD DTPD
ANTIDEGRADENTS TMQ TMQ
ANTIDEGRADENTS 6PPD 6PPD
ANTIDEGRADENTS FATTY ACID PARAFFINIC WAX
TACKIFIERS TACKIFIERS AROMATIC HYDROCARBON RESIN C9
TACKIFIERS TACKIFIERS ALIPHATIC HYDROCARBON RESIN C5
TACKIFIERS TACKIFIERS ALKYLPHENOLIC RESIN
TACKIFIERS TACKIFIERS HALF HYDROGENATED C9
TACKIFIERS TACKIFIERS SUPER TACKIFYING PHENOLIC RESIN
REINFORCING RESIN REINFORCING RESIN MODIFIED CNSO
REINFORCING RESIN REINFORCING RESIN NOVOLAC PHENOLIC RESIN
REINFORCING RESIN REINFORCING RESIN CARBAMIC RESIN
HALOBUTYL HOMOGENIZERS HALOBUTYL HOMOGENIZERS 40 MS FLAKES
BONDING AGENTS BONDING AGENTS RESORCINOL
BONDING AGENTS BONDING AGENTS PHENOLIC RESIN
BONDING AGENTS BONDING AGENTS HMT
BONDING AGENTS BONDING AGENTS COBALT
BONDING AGENTS BONDING AGENTS HMMM
PEPTIZER PEPTIZER DBD
PEPTIZER PEPTIZER PHYSICAL PEPTIZER
SILICA PROCESSING AID SILICA PROCESSING AID SILICA PROCESSING AID
PROCESSING OIL TDAE OIL TDAE
ACCELERATORS ACCELERATORS DPG
ACCELERATORS ACCELERATORS ACTI8
ACCELERATORS ACCELERATORS MBTS
ACCELERATORS ACCELERATORS MBT
ACCELERATORS ACCELERATORS ZBEC
ACCELERATORS ACCELERATORS TBzTD
ACCELERATORS ACCELERATORS CBS
ACCELERATORS ACCELERATORS DCBS
ACCELERATORS ACCELERATORS TBBS
RETARDERS RETARDERS CTP
RESIN SULPHUR DONOR TB 710
CURING AGENT SULPHUR SOLUBLE SULPHUR
CURING AGENT SULPHUR INSOLUBLE SULPHUR
CURING AGENT SULPHUR BOUNDED INSOLUBLE SULPHUR
CURING AGENT SULPHUR BOUNDED SOLUBLE SULPHUR
